2021-06-01,3.8610,4.6866,0.0353,5.4689,0.7500
2021-06-02,3.8220,4.7032,0.0349,5.4192,0.7535
2021-06-03,3.8690,4.6615,0.0351,5.4608,0.7624
2021-06-04,3.8280,4.6880,0.0350,5.4526,0.7626
2021-06-05,3.8505,4.6880,0.0352,5.4526,0.7626
2021-06-06,3.8505,4.6880,0.0351,5.4536,0.7624
2021-06-07,3.8410,4.6610,0.0351,5.4473,0.7802
2021-06-08,3.9115,4.7949,0.0357,5.5373,0.7806
2021-06-09,3.8470,4.7949,0.0351,5.4314,0.7591
2021-06-10,3.8925,4.6765,0.0356,5.5189,0.7704
2021-06-11,3.8470,4.7329,0.0351,5.4300,0.7579
2021-06-12,3.8900,4.7329,0.0355,5.4935,0.7580
2021-06-13,3.8940,4.7329,0.0355,5.4979,0.7612
2021-06-14,3.9090,4.7206,0.0355,5.5187,0.7698
2021-06-15,3.8940,4.7207,0.0354,5.4855,0.7695
2021-06-16,3.8950,4.7044,0.0352,5.4503,0.7725
2021-06-17,3.9180,4.6599,0.0355,5.4638,0.7821
2021-06-18,3.9180,4.6681,0.0356,5.4141,0.7745
2021-06-19,3.9200,4.6681,0.0356,5.4141,0.7745
2021-06-20,3.9200,4.6681,0.0356,5.4178,0.7765
2021-06-21,3.9500,4.7017,0.0358,5.5028,0.7884
2021-06-22,3.9780,4.7021,0.0359,5.5516,0.8025
2021-06-23,3.9750,4.7530,0.0358,5.5545,0.8012
2021-06-24,3.9840,4.7535,0.0359,5.5467,0.8109
2021-06-25,3.9770,4.7605,0.0359,5.5255,0.8066
2021-06-26,3.9795,4.7605,0.0359,5.5255,0.8065
2021-06-27,3.9199,4.7605,0.0354,5.5393,0.8108
2021-06-28,3.8830,4.7502,0.0351,5.3918,0.7887
2021-06-29,3.8850,4.6261,0.0351,5.3794,0.7841
2021-06-30,3.8395,4.6261,0.0345,5.3109,0.7746
2021-07-01,3.8670,4.5688,0.0347,5.3248,0.7667
2021-07-02,3.9010,4.5778,0.0351,5.3959,0.7716
2021-07-03,3.7908,4.5778,0.0341,5.3331,0.7627
2021-07-04,3.8582,4.5778,0.0347,5.3362,0.7716
2021-07-05,3.8356,4.6360,0.0346,5.4074,0.7723
2021-07-06,3.9500,4.6560,0.0357,5.4564,0.7605
2021-07-07,3.9600,4.6720,0.0358,5.4673,0.7570
2021-07-08,3.9540,4.6893,0.0360,5.4557,0.7529
2021-07-09,3.9600,4.6949,0.0360,5.5079,0.7548
2021-07-10,3.8856,4.6949,0.0353,5.4956,0.7517
2021-07-11,3.9529,4.6949,0.0359,5.4950,0.7548
2021-07-12,3.9390,4.7024,0.0357,5.4728,0.7663
2021-07-13,3.9750,4.6970,0.0359,5.4909,0.7701
2021-07-14,3.9590,4.6829,0.0360,5.4887,0.7811
2021-07-15,3.9590,4.6843,0.0361,5.4780,0.7750
2021-07-16,3.8808,4.6599,0.0353,5.4390,0.7613
2021-07-17,3.8795,4.6599,0.0352,5.4372,0.7724
2021-07-18,3.9473,4.6599,0.0359,5.4323,0.7618
2021-07-19,3.8226,4.5895,0.0349,5.3178,0.7523
2021-07-20,3.9490,4.6558,0.0359,5.3875,0.7565
2021-07-21,3.9440,4.6493,0.0358,5.4105,0.7604
2021-07-22,3.9440,4.6524,0.0358,5.4349,0.7562
2021-07-23,3.9240,4.6271,0.0355,5.3995,0.7542
2021-07-24,3.8629,4.6271,0.0349,5.4043,0.7556
2021-07-25,3.9308,4.6271,0.0356,5.4077,0.7541
2021-07-26,3.9070,4.6247,0.0354,5.4046,0.7548
2021-07-27,3.9240,4.6080,0.0357,5.4500,0.7596
2021-07-28,3.9250,4.6355,0.0357,5.4604,0.7674
2021-07-29,3.8598,4.6628,0.0353,5.4838,0.7723
2021-07-30,3.8571,4.6708,0.0352,5.4568,0.7801
2021-07-31,3.9243,4.6708,0.0358,5.4568,0.7801
2021-08-01,3.9243,4.6708,0.0358,5.4526,0.7804
2021-08-02,3.9974,4.8336,0.0366,5.6454,0.7859
2021-08-03,4.0690,4.8356,0.0373,5.4647,0.7795
2021-08-04,4.0535,4.8040,0.0370,5.6323,0.7902
2021-08-05,4.0650,4.8394,0.0370,5.6651,0.7766
2021-08-06,4.0065,4.8097,0.0363,5.6530,0.7822
2021-08-07,4.0209,4.8097,0.0365,5.6744,0.7766
2021-08-08,4.0209,4.8097,0.0365,5.6704,0.7823
2021-08-09,4.0251,4.8119,0.0365,5.6675,0.7858
2021-08-10,4.0444,4.8215,0.0366,5.6905,0.7862
2021-08-11,4.0129,4.7801,0.0364,5.6594,0.7848
2021-08-12,4.0267,4.8067,0.0365,5.6550,0.7787
2021-08-13,4.0156,4.7987,0.0366,5.6621,0.7769
2021-08-14,4.0837,4.7987,0.0373,5.6621,0.7769
2021-08-15,4.0837,4.7987,0.0372,5.6611,0.7769
2021-08-16,4.0101,4.8045,0.0367,5.6451,0.7761
2021-08-17,4.0156,4.8047,0.0367,5.6109,0.7722
2021-08-18,4.0212,4.8047,0.0366,5.6214,0.7616
2021-08-19,4.0278,4.7898,0.0367,5.5823,0.7584
2021-08-20,4.1130,4.7913,0.0374,5.6074,0.7650
2021-08-21,4.0330,4.7974,0.0367,5.5871,0.7626
2021-08-22,4.0330,4.7974,0.0367,5.5872,0.7651
2021-08-23,4.1080,4.8279,0.0375,5.6399,0.7626
2021-08-24,4.0910,4.8159,0.0373,5.6183,0.7806
2021-08-25,4.0800,4.8111,0.0371,5.6189,0.7835
2021-08-26,4.0680,4.8091,0.0370,5.5770,0.7752
2021-08-27,4.0038,4.7883,0.0364,5.6048,0.7837
2021-08-28,4.0718,4.7883,0.0371,5.6048,0.7838
2021-08-29,4.0718,4.7883,0.0371,5.6040,0.7837
2021-08-30,4.0115,4.8121,0.0365,5.6128,0.7876
2021-08-31,4.0127,4.8321,0.0365,5.6128,0.7941
2021-09-01,4.0228,4.8348,0.0365,5.6331,0.7882
2021-09-02,4.0208,4.8456,0.0366,5.6569,0.7918
2021-09-03,4.0353,4.8711,0.0368,5.6884,0.7889
2021-09-04,4.1027,4.8711,0.0374,5.6884,0.7888
2021-09-05,4.1027,4.8711,0.0374,5.6859,0.7890
2021-09-06,4.0282,4.8595,0.0367,5.6686,0.7939
2021-09-07,4.0383,4.8748,0.0366,5.6578,0.7919
2021-09-08,4.0263,4.8748,0.0365,5.6351,0.7698
2021-09-09,4.0304,4.8476,0.0367,5.6705,0.7896
2021-09-10,4.0364,4.8557,0.0367,5.6780,0.7824
2021-09-11,4.1041,4.8557,0.0373,5.6780,0.7823
2021-09-12,4.1041,4.8557,0.0373,5.6796,0.7824
2021-09-13,4.1050,4.8330,0.0373,5.6838,0.7881
2021-09-14,4.1020,4.8510,0.0374,5.6665,0.7840
2021-09-15,4.1050,4.8575,0.0375,5.6881,0.7875
2021-09-16,4.1130,4.8378,0.0375,5.6768,0.7811
2021-09-17,4.1055,4.8381,0.0373,5.6446,0.7778
2021-09-18,4.1080,4.8381,0.0373,5.6446,0.7778
2021-09-19,4.1080,4.8381,0.0373,5.6403,0.7778
2021-09-20,4.1170,4.8185,0.0376,5.6273,0.7735
2021-09-21,4.1100,4.8339,0.0377,5.6165,0.7806
2021-09-22,4.1080,4.8273,0.0374,5.6008,0.7776
2021-09-23,4.1100,4.8190,0.0373,5.6434,0.7749
2021-09-24,4.1055,4.8225,0.0371,5.6218,0.7706
2021-09-25,4.1080,4.8225,0.0371,5.6218,0.7706
2021-09-26,4.1080,4.8225,0.0371,5.6160,0.7706
2021-09-27,4.1210,4.8139,0.0371,5.6498,0.7653
2021-09-28,4.1250,4.8206,0.0370,5.5893,0.7606
2021-09-29,4.1250,4.8146,0.0368,5.5431,0.7621
2021-09-30,4.1360,4.7806,0.0371,5.5739,0.7596
2021-10-01,4.1360,4.7889,0.0372,5.6056,0.7699
2021-10-02,4.1385,4.7889,0.0373,5.6056,0.7699
2021-10-03,4.1385,4.7889,0.0373,5.6160,0.7698
2021-10-04,4.1300,4.8001,0.0372,5.6230,0.7577
2021-10-05,4.1300,4.7929,0.0370,5.6317,0.7540
2021-10-06,4.0541,4.7649,0.0364,5.6045,0.7506
2021-10-07,4.0900,4.7839,0.0366,5.5729,0.7414
2021-10-08,4.0860,4.7322,0.0364,5.5652,0.7424
2021-10-09,4.0212,4.7322,0.0358,5.5683,0.7416
2021-10-10,4.0903,4.7322,0.0364,5.5694,0.7421
2021-10-11,4.0192,4.7283,0.0354,5.5569,0.7357
2021-10-12,4.0300,4.7062,0.0355,5.4760,0.7297
2021-10-13,3.9850,4.6709,0.0352,5.4501,0.7203
2021-10-14,3.9200,4.6112,0.0344,5.3585,0.7110
2021-10-15,3.9335,4.5512,0.0344,5.4066,0.7205
2021-10-16,3.9335,4.5512,0.0344,5.4066,0.7202
